Type,Body_Type,Region,Make,Make_Tier,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Rio,Hatchback,Jubail,Kia,Midrange,Manual,Saudi,Standard,2011,1.4,218000,11500
Yaris,Hatchback,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2016,1.5,119000,32000
Symbol,Other,Riyadh,Renault,Entry Level,Automatic,Saudi,Standard,2016,1.6,173000,16000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,2.4,161796,54500
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,89685,34500
Q,Other,Riyadh,INFINITI,Premium Luxury,Automatic,Saudi,Full,2019,3.5,5000,90500
Sierra,SUV,Khobar,GMC,Midrange,Automatic,Saudi,Full,2021,8.0,2800,180000
Optima,Sedan,Jeddah,Kia,Midrange,Automatic,Saudi,Standard,2015,2.0,72000,43000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Standard,2017,4.0,107,125000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2015,1.4,181802,25500
3,Other,Al-Medina,Mazda,Midrange,Automatic,Saudi,Standard,2018,1.8,23000,55000
The 7,Luxury,Riyadh,BMW,Premium Luxury,Automatic,Gulf Arabic,Full,2020,2.0,14000,349000
Tahoe,SUV,Jeddah,Chevrolet,Midrange,Automatic,Saudi,Standard,2013,5.3,300000,48000
LX,Other,Jeddah,Lexus,Premium Luxury,Automatic,Saudi,Full,2020,5.7,10000,425000
Yukon,SUV,Aseer,GMC,Midrange,Automatic,Saudi,Full,2001,5.3,28000,15000
Tahoe,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2011,5.3,200000,42000
Corolla,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.6,73000,45000
Cadenza,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2017,3.3,83000,50000
Innova,MPV,Hafar Al-Batin,Toyota,Midrange,Automatic,Saudi,Standard,2008,2.7,90000,20000
Prado,Other,Hafar Al-Batin,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
GS,Other,Riyadh,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2018,5.0,95000,250000
Taurus,Sedan,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2018,2.0,71000,65000
Range Rover,SUV,Riyadh,Land Rover,Premium Luxury,Automatic,Gulf Arabic,Full,2016,5.0,132501,245000
Ertiga,MPV,Al-Medina,Suzuki,Entry Level,Automatic,Saudi,Semi Full,2015,1.8,168000,22000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Full,2016,2.7,320000,65000
Cerato,Other,Jeddah,Kia,Midrange,Automatic,Saudi,Semi Full,2016,1.6,112000,30000
Sorento,Other,Al-Ahsa,Kia,Midrange,Automatic,Saudi,Semi Full,2015,6.0,171000,45000
S,Other,Aseer,Mercedes,Premium Luxury,Automatic,Saudi,Full,2008,1.0,190,65000
Cerato,Other,Dammam,Kia,Midrange,Automatic,Saudi,Standard,2017,1.6,132700,29000
Yukon,SUV,Aseer,GMC,Midrange,Automatic,Saudi,Standard,2008,5.3,235000,40000
Prado,Other,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2019,4.0,58000,151000
RX5,SUV,Abha,MG,Midrange,Automatic,Saudi,Full,2020,2.0,4500,65000
Optima,Sedan,Riyadh,Kia,Midrange,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2019,1.5,87537,26800
Envoy,SUV,Jeddah,GMC,Midrange,Automatic,Other,Standard,2009,4.2,242000,14250
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.5,131000,35000
Sentra,Other,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
Camry,Sedan,Tabouk,Toyota,Midrange,Automatic,Saudi,Standard,2017,2.5,120,55000
Pilot,SUV,Dammam,Honda,Midrange,Automatic,Other,Semi Full,2005,6.0,4130,15000
RX,SUV,Dammam,Lexus,Premium Luxury,Automatic,Saudi,Full,2016,3.5,121000,130000
CT6,Sedan,Riyadh,Cadillac,Premium Luxury,Automatic,Saudi,Full,2018,3.6,27000,150000
Picanto,Hatchback,Jeddah,Kia,Midrange,Manual,Saudi,Standard,2010,1.0,200000,10000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
Hilux,Pickup,Qassim,Toyota,Midrange,Manual,Saudi,Standard,2008,2.7,533399,35000
Elantra,Sedan,Najran,Hyundai,Midrange,Manual,Saudi,Standard,2011,2.0,300000,13000
Sportage,Other,Dammam,Kia,Midrange,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
Range Rover,SUV,Jeddah,Land Rover,Premium Luxury,Automatic,Saudi,Full,2018,5.0,44000,365000
X,Other,Riyadh,BMW,Premium Luxury,Automatic,Other,Full,2011,3.0,290,48000
Hilux,Pickup,Arar,Toyota,Midrange,Manual,Saudi,Full,2018,2.7,35000,85000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,183000,27000
Corolla,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2015,1.6,36000,45000
Senta fe,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
Patrol,SUV,Dammam,Nissan,Midrange,Automatic,Saudi,Full,2014,5.6,106000,135000
Cruze,Sedan,Dammam,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2017,1.8,101000,30000
Elantra,Sedan,Jeddah,Hyundai,Midrange,Automatic,Saudi,Full,2015,2.0,270000,27000
F150,Pickup,Qassim,Ford,Midrange,Automatic,Saudi,Full,2014,3.2,200000,58000
Grand Cherokee,SUV,Jeddah,Jeep,Midrange,Automatic,Saudi,Full,2014,5.8,270000,60000
Sierra,SUV,Tabouk,GMC,Midrange,Automatic,Saudi,Full,2015,5.3,272,70000
ES,Luxury,Tabouk,Lexus,Premium Luxury,Automatic,Saudi,Full,2013,3.6,137000,90000
Land Cruiser,SUV,Qassim,Toyota,Midrange,Manual,Gulf Arabic,Semi Full,2007,4.6,315,60000
Other,Other,Al-Medina,Mitsubishi,Midrange,Manual,Saudi,Standard,2006,2.5,140000,45000
C300,Sedan,Dammam,Chrysler,Entry Level,Automatic,Other,Full,2016,3.5,83000,86000
Prado,Other,Qassim,Toyota,Midrange,Automatic,Saudi,Semi Full,2018,4.0,131000,137000
Azera,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2018,3.5,44000,96000
Taurus,Sedan,Dammam,Ford,Midrange,Automatic,Saudi,Standard,2019,2.0,60000,78000
Yaris,Hatchback,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2019,1.5,61000,38000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,1.6,109000,31000
Altima,Sedan,Riyadh,Nissan,Midrange,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
Escalade,Other,Al-Medina,Cadillac,Premium Luxury,Automatic,Other,Full,2010,6.2,194000,37000
Silverado,Pickup,Dammam,Chevrolet,Midrange,Automatic,Saudi,Standard,2018,5.3,57000,89000
Suburban,Other,Al-Jouf,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2011,8.0,399,37000
Camry,Sedan,Al-Baha,Toyota,Midrange,Automatic,Saudi,Full,2017,2.5,31000,75000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Saudi,Semi Full,2012,5.4,177078,51000
Tiggo,Other,Riyadh,Chery,Entry Level,Automatic,Saudi,Standard,2021,1.5,4175,42500
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2007,4.8,514,60000
Q,Other,Jeddah,INFINITI,Premium Luxury,Automatic,Saudi,Full,2020,3.7,2000,155000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Gulf Arabic,Full,2016,2.7,220000,68000
Hilux,Pickup,Al-Ahsa,Toyota,Midrange,Automatic,Saudi,Full,2020,2.7,22000,120000
G80,Luxury,Riyadh,Genesis,Premium Luxury,Automatic,Saudi,Full,2019,3.0,52000,130000
Odyssey,MPV,Riyadh,Honda,Midrange,Automatic,Saudi,Full,2010,3.5,260000,33000
Furniture,Other,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2017,2.7,400000,60000
Malibu,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Gulf Arabic,Standard,2017,2.4,117000,45000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Semi Full,2018,2.7,111362,64500
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2016,6.0,230000,75000
Tucson,SUV,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2016,2.0,155000,45000
Odyssey,MPV,Jeddah,Honda,Midrange,Automatic,Saudi,Semi Full,2020,3.5,1300,165000
C,Other,Al-Medina,Mercedes,Premium Luxury,Automatic,Saudi,Full,2017,2.5,118000,119000
GLC,Luxury,Riyadh,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Semi Full,2020,2.0,7000,275000
Accent,Sedan,Jeddah,Hyundai,Midrange,Automatic,Saudi,Full,2020,1.6,34000,56000
Q5,SUV,Jeddah,Audi,Premium Luxury,Automatic,Saudi,Standard,2018,2.5,17000,138000
Seven,Other,Riyadh,Changan,Entry Level,Automatic,Saudi,Standard,2020,1.5,37644,27500
Explorer,SUV,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2016,2.5,136111,53500
Spark,Hatchback,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
Pajero,SUV,Riyadh,Mitsubishi,Midrange,Automatic,Saudi,Standard,2019,3.5,8968,81500
CS35,SUV,Dammam,Changan,Entry Level,Automatic,Saudi,Full,2021,1.6,2400,51000
Patrol,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Full,2021,4.0,4900,258000
Cerato,Other,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2014,1.6,155000,21000
Accord,Sedan,Al-Namas,Honda,Midrange,Automatic,Saudi,Standard,2012,5.0,300000,30000
Accent,Sedan,Al-Jouf,Hyundai,Midrange,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
Marquis,Sedan,Jazan,Ford,Midrange,Automatic,Other,Full,2009,4.6,274000,35500
Elantra,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.6,120377,42000
Hilux,Pickup,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2019,2.7,32595,105000
Yaris,Hatchback,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2016,1.5,190000,26000
Edge,Other,Jubail,Ford,Midrange,Automatic,Other,Semi Full,2010,3.5,187200,25000
CX9,SUV,Riyadh,Mazda,Midrange,Automatic,Saudi,Full,2020,2.5,21367,148500
Pathfinder,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2007,3.5,111,30000
Azkarra,SUV,Dammam,Geely,Entry Level,Automatic,Saudi,Full,2021,1.5,23000,75000
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2017,1.3,137200,32000
Flex,Other,Al-Ahsa,Ford,Midrange,Automatic,Other,Standard,2016,3.5,183000,60000
Hilux,Pickup,Hail,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
E,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
Tahoe,SUV,Jubail,Chevrolet,Midrange,Automatic,Saudi,Standard,2011,5.3,304000,50000
Tucson,SUV,Jeddah,Hyundai,Midrange,Automatic,Saudi,Semi Full,2020,2.0,22000,80000
Tahoe,SUV,Dammam,Chevrolet,Midrange,Automatic,Saudi,Standard,2016,5.3,124000,120000
Expedition,SUV,Aseer,Ford,Midrange,Automatic,Saudi,Semi Full,2014,5.4,140000,36000
Hilux,Pickup,Makkah,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,2.7,211000,66000
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.5,128000,32000
Veloster,Hatchback,Jeddah,Hyundai,Midrange,Automatic,Saudi,Full,2013,2.0,149675,25000
A4,Sedan,Jeddah,Audi,Premium Luxury,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
Prado,Other,Dammam,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,130000
Yukon,SUV,Hail,GMC,Midrange,Automatic,Saudi,Semi Full,2011,5.3,223,40000
Camry,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2017,2.5,135000,73000
Azera,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2017,3.0,107154,61000
Charger,Sedan,Abha,Dodge,Midrange,Automatic,Saudi,Full,2013,5.7,216841,40000
Land Cruiser,SUV,Jeddah,Toyota,Midrange,Manual,Saudi,Standard,2002,1.1,325605,30000
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.5,79000,36000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,1.6,197990,30000
XJ,Other,Jeddah,Jaguar,Premium Luxury,Automatic,Saudi,Full,2016,3.0,38000,155000
A3,Hatchback,Jeddah,Audi,Premium Luxury,Automatic,Saudi,Semi Full,2020,1.4,6000,105000
Acadia,SUV,Riyadh,GMC,Midrange,Automatic,Gulf Arabic,Full,2012,3.6,220000,40000
Optima,Sedan,Riyadh,Kia,Midrange,Manual,Saudi,Standard,2015,2.4,104000,25000
Avalon,Sedan,Jeddah,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
Furniture,Other,Sakaka,Toyota,Midrange,Automatic,Saudi,Full,2014,2.7,400000,50000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Midrange,Manual,Gulf Arabic,Full,2021,4.0,1519,175000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.4,130000,32000
Impala,Sedan,Dammam,Chevrolet,Midrange,Automatic,Saudi,Standard,2016,3.5,91000,55000
Furniture,Other,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2020,4.0,55000,123000
Land Cruiser 70,SUV,Riyadh,Toyota,Midrange,Manual,Saudi,Semi Full,2012,4.0,327193,75000
Sunny,Sedan,Qassim,Nissan,Midrange,Automatic,Gulf Arabic,Standard,2016,1.5,156103,23000
Acadia,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2016,3.6,106000,75000
Sentra,Other,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2018,1.6,78000,38000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,1.6,143021,30000
Accord,Sedan,Riyadh,Honda,Midrange,Automatic,Saudi,Full,2018,1.5,39000,72000
Hilux,Pickup,Tabouk,Toyota,Midrange,Manual,Saudi,Standard,2011,1.4,300000,20000
Wrangler,Other,Dammam,Jeep,Midrange,Automatic,Saudi,Full,2018,3.0,70000,108000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2007,5.0,303000,36000
VTC,Other,Dammam,Nissan,Midrange,Manual,Saudi,Standard,2009,4.0,54000,42000
Taurus,Sedan,Hail,Ford,Midrange,Automatic,Saudi,Semi Full,2012,6.0,166000,30000
Land Cruiser Pickup,Pickup,Riyadh,Nissan,Midrange,Manual,Saudi,Full,2016,4.8,50000,85000
H2,Other,Jeddah,HAVAL,Midrange,Automatic,Saudi,Full,2021,1.5,2800,57000
Elantra,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.6,114154,43000
Wrangler,Other,Dammam,Jeep,Midrange,Automatic,Saudi,Full,2018,3.6,61300,165000
The 7,Luxury,Jeddah,BMW,Premium Luxury,Automatic,Saudi,Full,2015,3.5,110000,105000
FJ,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2015,4.0,259880,89000
Camry,Sedan,Dammam,Toyota,Midrange,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
Elantra,Sedan,Makkah,Hyundai,Midrange,Automatic,Saudi,Full,2021,1.7,2600,95000
Avalon,Sedan,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,75000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,2.5,71629,50000
Carnival,MPV,Dammam,Kia,Midrange,Automatic,Saudi,Standard,2009,3.5,126000,20000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
Datsun,Other,Dammam,Nissan,Midrange,Manual,Saudi,Semi Full,2016,2.4,87300,53500
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2017,5.7,100000,210000
Expedition,SUV,Dammam,Ford,Midrange,Automatic,Saudi,Standard,2013,5.4,190000,50000
Senta fe,SUV,Jeddah,Hyundai,Midrange,Automatic,Saudi,Semi Full,2015,3.3,120,57000
Tucson,SUV,Jeddah,Hyundai,Midrange,Automatic,Saudi,Standard,2018,2.0,17002,70500
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
Prado,Other,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2016,4.0,69900,128000
Yukon,SUV,Hafar Al-Batin,GMC,Midrange,Automatic,Saudi,Semi Full,2012,5.3,410000,56600
Expedition,SUV,Jubail,Ford,Midrange,Automatic,Saudi,Semi Full,2014,5.4,184000,52000
Cadenza,Sedan,Yanbu,Kia,Midrange,Automatic,Saudi,Semi Full,2020,3.3,17000,95000
Datsun,Other,Al-Medina,Nissan,Midrange,Manual,Saudi,Full,2007,1.6,432000,27000
Charger,Sedan,Riyadh,Dodge,Midrange,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
HS,SUV,Jeddah,MG,Midrange,Automatic,Saudi,Full,2020,2.0,12000,80000
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.5,134000,36000
Suburban,Other,Qurayyat,Chevrolet,Midrange,Automatic,Saudi,Full,2007,5.3,300000,30000
H1,Van,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2015,2.4,144000,50000
Elantra,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,2.0,70568,51500
Sierra,SUV,Qassim,GMC,Midrange,Automatic,Saudi,Semi Full,2020,5.3,91000,135000
6,Sedan,Jeddah,Mazda,Midrange,Automatic,Saudi,Full,2021,2.5,14500,106000
Expedition,SUV,Makkah,Ford,Midrange,Automatic,Other,Full,2003,5.4,364800,11000
Accent,Sedan,Jeddah,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,138000,24000
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Full,2011,6.0,200000,46000
LX,Other,Dammam,Lexus,Premium Luxury,Automatic,Saudi,Full,2014,5.7,150000,190000
Camry,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2019,2.5,97000,90000
Elantra,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,2.0,159000,39000
Fusion,Sedan,Hail,Ford,Midrange,Automatic,Saudi,Semi Full,2015,2.4,178000,30000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,108000,29000
Expedition,SUV,Dammam,Ford,Midrange,Automatic,Saudi,Standard,2013,5.4,21700,35000
Innova,MPV,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2016,2.7,101000,72000
Emgrand,Hatchback,Riyadh,Geely,Entry Level,Automatic,Saudi,Semi Full,2020,1.8,15000,60000
Seltos,Other,Al-Medina,Kia,Midrange,Automatic,Saudi,Standard,2021,1.6,1700,70000
Cerato,Other,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2018,1.6,127000,41500
CT6,Sedan,Jeddah,Cadillac,Premium Luxury,Automatic,Saudi,Full,2017,3.0,70000,175000
Prado,Other,Dammam,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2018,4.0,77000,139000
Edge,Other,Jeddah,Ford,Midrange,Automatic,Other,Semi Full,2011,3.5,260,26000
Acadia,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Semi Full,2011,3.6,253000,20000
Optima,Sedan,Riyadh,Kia,Midrange,Automatic,Gulf Arabic,Semi Full,2015,2.4,68245,45000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2016,4.0,260000,53000
6,Sedan,Riyadh,Mazda,Midrange,Automatic,Saudi,Standard,2019,2.5,129000,65000
5,Sedan,Dammam,MG,Midrange,Automatic,Saudi,Standard,2020,1.5,3500,41000
Patrol,SUV,Jeddah,Nissan,Midrange,Automatic,Saudi,Full,2017,6.0,12000,128000
RX8,SUV,Jeddah,MG,Midrange,Automatic,Saudi,Semi Full,2020,2.0,19000,88000
Prado,Other,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2017,4.0,39000,151000
Sentra,Other,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2016,1.6,139000,36000
Sierra,SUV,Riyadh,GMC,Midrange,Automatic,Other,Semi Full,2020,5.3,15800,150000
Furniture,Other,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2020,4.0,40000,132000
Pajero,SUV,Jeddah,Mitsubishi,Midrange,Automatic,Saudi,Standard,2015,3.5,135063,52000
Altima,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2017,2.5,40000,67000
IS,Sedan,Riyadh,Lexus,Premium Luxury,Automatic,Saudi,Semi Full,2008,2.0,400000,22000
Yukon,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Standard,2012,5.3,177000,75000
Impala,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Gulf Arabic,Semi Full,2019,3.6,84000,77000
X,Other,Riyadh,BMW,Premium Luxury,Automatic,Gulf Arabic,Full,2015,1.6,72000,170000
301,Other,Tabouk,Peugeot,Midrange,Automatic,Saudi,Standard,2014,1.6,159,12000
Taurus,Sedan,Dammam,Ford,Midrange,Automatic,Other,Semi Full,2019,3.5,108000,97000
Patrol,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Full,2021,4.0,1800,265000
Camry,Sedan,Jeddah,Toyota,Midrange,Automatic,Saudi,Semi Full,2014,9.0,106000,36000
Suburban,Other,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2005,5.3,400000,25000
Durango,SUV,Jeddah,Dodge,Midrange,Automatic,Saudi,Full,2012,6.0,284000,33000
Elantra,Sedan,Al-Medina,Hyundai,Midrange,Automatic,Other,Semi Full,2015,2.0,276000,30000
CX9,SUV,Jeddah,Mazda,Midrange,Automatic,Saudi,Full,2020,2.5,30877,135000
S,Other,Al-Medina,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Full,2012,3.3,85000,110000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Full,2014,2.7,221000,70000
Tahoe,SUV,Jeddah,Chevrolet,Midrange,Automatic,Other,Full,2003,5.3,488000,13000
Azera,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2015,3.5,215515,42000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2018,2.4,108000,55000
CX9,SUV,Jeddah,Mazda,Midrange,Automatic,Saudi,Semi Full,2015,3.7,221000,48000
IS,Sedan,Dammam,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2016,3.5,89000,128000
EC7,Other,Riyadh,Geely,Entry Level,Manual,Saudi,Full,2014,1.8,161300,12000
Corolla,Sedan,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2020,1.6,81000,55000
Hilux,Pickup,Hail,Toyota,Midrange,Automatic,Other,Full,2016,2.7,208,77000
City,Other,Qassim,Honda,Midrange,Automatic,Gulf Arabic,Standard,2018,1.5,36000,35000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,1.4,147000,29000
Corolla,Sedan,Tabouk,Toyota,Midrange,Automatic,Other,Standard,2016,5.8,114,35000
Explorer,SUV,Al-Ahsa,Ford,Midrange,Automatic,Other,Standard,2017,1.4,187000,73500
D-MAX,Pickup,Dammam,Isuzu,Midrange,Manual,Saudi,Standard,2014,2.5,288000,42000
Rio,Hatchback,Dammam,Kia,Midrange,Automatic,Saudi,Semi Full,2017,1.4,12000,26500
Ranger,Pickup,Dammam,Ford,Midrange,Manual,Saudi,Semi Full,2015,2.0,219000,45000
E,Other,Dammam,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Full,2017,2.0,98000,210000
Azera,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,3.0,56000,77000
Silverado,Pickup,Abha,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2014,5.3,164000,80000
Challenger,Coupe/Sports,Jeddah,Dodge,Midrange,Automatic,Saudi,Semi Full,2015,3.6,260,55000
Tucson,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2016,2.0,170000,58000
Q,Other,Riyadh,INFINITI,Premium Luxury,Automatic,Saudi,Semi Full,2015,2.0,74000,69500
Sierra,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Standard,2011,6.0,233000,36000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2016,2.4,75000,68000
C,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Other,Full,2016,2.0,120000,114000
Explorer,SUV,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Standard,2016,3.5,111000,75000
Cadenza,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Full,2017,3.5,179000,73000
Accent,Sedan,Jeddah,Hyundai,Midrange,Manual,Gulf Arabic,Standard,2011,1.5,230000,15000
Senta fe,SUV,Riyadh,Hyundai,Midrange,Automatic,Other,Semi Full,2016,2.0,105000,76000
Charger,Sedan,Riyadh,Dodge,Midrange,Automatic,Other,Semi Full,2017,5.7,141000,108000
EC8,Other,Riyadh,Geely,Entry Level,Automatic,Saudi,Full,2012,2.3,200000,11500
A8,Luxury,Jeddah,Audi,Premium Luxury,Automatic,Saudi,Full,2013,3.0,134000,85000
Yukon,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Full,2004,5.3,470000,33000
Prado,Other,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2018,4.0,24000,140000
Patrol,SUV,Jeddah,Nissan,Midrange,Automatic,Saudi,Full,2020,4.0,29000,238000
Elantra,Sedan,Aseer,Hyundai,Midrange,Automatic,Saudi,Semi Full,2018,2.0,70000,57000
3008,Other,Riyadh,Peugeot,Midrange,Automatic,Saudi,Full,2014,1.5,76335,30000
Victoria,Sedan,Dammam,Ford,Midrange,Automatic,Saudi,Semi Full,2012,5.0,318000,35000
Hilux,Pickup,Dammam,Toyota,Midrange,Manual,Saudi,Semi Full,2017,2.7,384000,66000
Focus,Hatchback,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2013,1.6,145000,14000
Sportage,Other,Dammam,Kia,Midrange,Automatic,Saudi,Standard,2021,1.6,4000,75000
Sonata,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Semi Full,2019,2.4,53000,79000
